date,me_net_value,me_gross_value,benchmark_value,me_drawdown_pct,benchmark_drawdown_pct
2025-07-23,356.6901,389.5357,243.2158,0.0,0.0
2025-07-24,356.4874,389.3144,242.8325,-0.057,-0.158
2025-07-25,356.4185,389.2391,243.3832,-0.076,0.0
2025-07-28,355.8848,388.6562,242.571,-0.226,-0.334
2025-07-29,355.832,388.5986,242.7832,-0.241,-0.247
2025-07-30,354.6636,387.3225,242.0679,-0.568,-0.54
2025-07-31,353.8558,386.4404,241.3223,-0.795,-0.847
2025-08-01,351.3112,383.6615,240.3753,-1.508,-1.236
2025-08-04,354.7333,387.3986,242.4915,-0.549,-0.366
2025-08-05,353.8957,386.4839,242.1846,-0.783,-0.492
2025-08-06,355.6105,388.3566,243.1428,-0.303,-0.099
2025-08-07,356.7016,389.5482,243.3915,0.0,0.0
2025-08-08,357.646,390.5796,244.0929,0.0,0.0
2025-08-11,357.3369,390.2421,243.803,-0.086,-0.119
2025-08-12,359.6942,392.8164,245.4114,0.0,0.0
2025-08-13,361.3466,394.621,246.4327,0.0,0.0
2025-08-14,359.8356,392.9708,245.9368,-0.418,-0.201
2025-08-15,359.2807,392.3649,245.8117,-0.572,-0.252
2025-08-18,359.2179,392.2963,245.7407,-0.589,-0.281
2025-08-19,357.157,390.0456,245.247,-1.159,-0.481
2025-08-20,357.0968,389.9799,245.1133,-1.176,-0.535
2025-08-21,355.8783,388.6492,244.2997,-1.513,-0.866
2025-08-22,360.481,393.6756,247.0999,-0.24,0.0
2025-08-25,358.3511,391.3496,246.0589,-0.829,-0.421
2025-08-26,359.1567,392.2294,246.5477,-0.606,-0.223
2025-08-27,359.5781,392.6896,246.7234,-0.489,-0.152
2025-08-28,360.6963,393.9107,247.3974,-0.18,0.0
2025-08-29,358.7967,391.8362,246.4763,-0.706,-0.372
2025-09-02,358.2781,391.2699,245.1846,-0.849,-0.894
2025-09-03,359.9167,393.0594,246.1128,-0.396,-0.519
2025-09-04,361.1172,394.3704,247.505,-0.063,0.0
2025-09-05,362.2146,395.5689,248.0165,0.0,0.0
2025-09-08,363.8504,397.3554,249.0713,0.0,0.0
2025-09-09,363.9886,397.5062,249.0695,0.0,-0.001
2025-09-10,365.1781,398.8053,249.6229,0.0,0.0
2025-09-11,367.2194,401.0346,251.2285,0.0,0.0
2025-09-12,367.5986,401.4487,250.9215,0.0,-0.122
2025-09-15,369.1213,403.1116,252.0333,0.0,0.0
2025-09-16,369.3694,403.3826,251.953,0.0,-0.032
2025-09-17,368.6902,402.6408,251.6291,-0.184,-0.16
2025-09-18,369.7588,403.8078,251.9021,0.0,-0.052
2025-09-19,370.1632,404.2495,252.2467,0.0,0.0
2025-09-22,371.0311,405.1973,252.789,0.0,0.0
2025-09-23,370.393,404.5004,252.3728,-0.172,-0.165
2025-09-24,369.5908,403.6243,251.531,-0.388,-0.498
2025-09-25,367.9529,401.8356,250.6413,-0.83,-0.85
2025-09-26,368.9373,402.9107,251.4256,-0.564,-0.539
2025-09-29,371.1777,405.3573,252.2372,0.0,-0.218
2025-09-30,372.0064,406.2624,252.802,0.0,0.0
2025-10-01,372.998,408.1616,253.7698,0.0,0.0
2025-10-02,374.0347,409.2961,254.0875,0.0,0.0
2025-10-03,374.6515,409.971,254.3516,0.0,0.0
2025-10-06,376.8457,412.3721,254.5766,0.0,0.0
2025-10-07,375.596,411.0046,254.005,-0.332,-0.225
2025-10-08,378.0413,413.6804,254.7942,0.0,0.0
2025-10-09,376.0843,411.5389,254.0028,-0.518,-0.311
2025-10-10,369.1442,403.9445,250.482,-2.353,-1.692
2025-10-13,373.8373,409.08,252.9054,-1.112,-0.741
2025-10-14,373.0458,408.2139,252.9204,-1.321,-0.735
2025-10-15,374.6461,409.9651,253.7352,-0.898,-0.416
2025-10-16,374.5514,409.8615,253.6772,-0.923,-0.438
2025-10-17,374.4275,409.7258,254.0628,-0.956,-0.287
2025-10-20,378.6209,414.3146,255.7601,0.0,0.0
2025-10-21,376.746,412.263,255.381,-0.495,-0.148
2025-10-22,375.0665,410.4252,254.9071,-0.939,-0.334
2025-10-23,376.6408,412.1479,255.5714,-0.523,-0.074
2025-10-24,378.3388,414.0059,256.7168,-0.075,0.0
2025-10-27,380.9932,416.9105,258.3939,0.0,0.0
2025-10-28,381.1884,417.1241,258.7206,0.0,0.0
2025-10-29,380.3878,416.248,258.1006,-0.21,-0.24
2025-10-30,377.8933,413.5184,256.4917,-0.864,-0.862
2025-10-31,378.8,414.5106,256.6378,-0.627,-0.805
2025-11-03,378.9707,414.6974,256.8678,-0.582,-0.716
2025-11-04,374.4363,409.7355,255.039,-1.771,-1.423
2025-11-05,376.0555,411.5073,255.4045,-1.347,-1.282
2025-11-06,373.4489,408.655,254.5087,-2.03,-1.628
2025-11-07,374.1133,409.3821,254.6576,-1.856,-1.57
2025-11-10,378.6322,414.3269,256.8522,-0.671,-0.722
2025-11-11,378.895,414.6145,257.6527,-0.602,-0.413
2025-11-12,379.5071,415.2843,257.8625,-0.441,-0.332
2025-11-13,375.0686,410.4274,255.3008,-1.605,-1.322
2025-11-14,373.7299,408.9625,255.0826,-1.957,-1.406
2025-11-17,371.2351,406.2325,253.5412,-2.611,-2.002
2025-11-18,369.9176,404.7908,252.3437,-2.957,-2.465
2025-11-19,370.0627,404.9495,252.5351,-2.919,-2.391
2025-11-20,366.5987,401.159,250.4923,-3.827,-3.18
2025-11-21,367.9395,402.6263,252.2268,-3.476,-2.51
2025-11-24,372.2201,407.3103,254.1059,-2.353,-1.784
2025-11-25,373.6016,408.8221,255.7511,-1.99,-1.148
2025-11-26,375.9415,411.3825,257.0508,-1.376,-0.645
2025-11-28,377.2808,412.8482,257.685,-1.025,-0.4
2025-12-01,375.2018,410.5732,256.6087,-1.57,-0.816
2025-12-02,376.7318,412.2474,256.9624,-1.169,-0.68
2025-12-03,377.7582,413.3705,257.6816,-0.9,-0.402
2025-12-04,377.5251,413.1155,257.687,-0.961,-0.4
2025-12-05,377.4131,412.993,257.8615,-0.99,-0.332
2025-12-08,377.0247,412.5679,257.2916,-1.092,-0.552
2025-12-09,377.5639,413.1579,257.0699,-0.951,-0.638
2025-12-10,379.1801,414.9265,258.5999,-0.527,-0.047
2025-12-11,379.4931,415.269,258.9935,-0.445,0.0
2025-12-12,376.8268,412.3514,257.1903,-1.144,-0.696
2025-12-15,375.8046,411.2328,257.3426,-1.412,-0.637
2025-12-16,375.6154,411.0258,256.9636,-1.462,-0.784
2025-12-17,373.3664,408.5648,255.4592,-2.052,-1.365
2025-12-18,375.0918,410.4527,256.8648,-1.599,-0.822
2025-12-19,377.9099,413.5365,257.9543,-0.86,-0.401
2025-12-22,379.5983,415.3841,258.8737,-0.417,-0.046
2025-12-23,380.8147,416.7152,259.6692,-0.098,0.0
2025-12-24,381.3205,417.2687,260.3086,0.0,0.0
2025-12-26,382.127,418.1512,260.4868,0.0,0.0
2025-12-29,380.0488,415.8771,260.0992,-0.544,-0.149
2025-12-30,380.0406,415.8681,260.0173,-0.546,-0.18
2025-12-31,378.278,413.9394,258.7574,-1.007,-0.664
2026-01-02,379.1503,415.7254,259.6632,-0.779,-0.316
2026-01-05,382.5996,419.5074,261.101,0.0,0.0
2026-01-06,383.7559,420.7752,261.9051,0.0,0.0
2026-01-07,382.6684,419.5828,261.4127,-0.283,-0.188
2026-01-08,382.2914,419.1695,261.2472,-0.382,-0.251
2026-01-09,384.1264,421.1814,262.5495,0.0,0.0
2026-01-12,385.8643,423.087,263.1156,0.0,0.0
2026-01-13,385.9347,423.1643,262.6951,0.0,-0.16
2026-01-14,386.3186,423.5852,262.628,0.0,-0.185
2026-01-15,386.0642,423.3062,262.8407,-0.066,-0.104
2026-01-16,385.5282,422.7185,262.613,-0.205,-0.191
2026-01-20,381.4261,418.2207,259.4758,-1.266,-1.383
2026-01-21,384.877,422.0045,261.5445,-0.373,-0.597
2026-01-22,386.6737,423.9745,262.457,0.0,-0.25
2026-01-23,387.4002,424.771,262.9204,0.0,-0.074
2026-01-26,388.2049,425.6534,263.8106,0.0,0.0
2026-01-27,391.5229,429.2914,265.0081,0.0,0.0
2026-01-28,392.7581,430.6459,264.7028,0.0,-0.115
2026-01-29,391.4723,429.236,264.6413,-0.327,-0.138
2026-01-30,385.9796,423.2134,263.3761,-1.726,-0.616
2026-02-02,384.597,421.6975,264.1507,-2.078,-0.324
2026-02-03,384.9363,422.0695,263.4033,-1.992,-0.606
2026-02-04,382.8122,419.7405,262.7853,-2.532,-0.839
2026-02-05,377.4483,413.8592,261.2864,-3.898,-1.404
2026-02-06,384.7181,421.8303,264.5114,-2.047,-0.187
2026-02-09,387.4566,424.8329,265.7875,-1.35,0.0
2026-02-10,386.4865,423.7692,265.9377,-1.597,0.0
2026-02-11,387.1523,424.4992,266.1516,-1.427,0.0
2026-02-12,382.6566,419.5699,264.411,-2.572,-0.654
2026-02-13,384.7656,421.8824,264.9707,-2.035,-0.444
2026-02-17,383.5348,420.5329,265.0216,-2.348,-0.425
2026-02-18,385.1345,422.2869,265.623,-1.941,-0.199
2026-02-19,385.0581,422.2031,265.3085,-1.96,-0.317
2026-02-20,387.9761,425.4025,266.7147,-1.218,0.0
2026-02-23,386.0853,423.3293,265.5826,-1.699,-0.424
2026-02-24,387.6428,425.0371,266.6185,-1.302,-0.036
2026-02-25,390.921,428.6315,268.0036,-0.468,0.0
2026-02-26,389.4562,427.0254,267.4023,-0.841,-0.224
2026-02-27,389.1699,426.7115,267.0294,-0.914,-0.363
2026-03-02,388.9793,426.5025,265.6771,-0.962,-0.868
2026-03-03,382.9573,419.8996,262.6987,-2.495,-1.979
2026-03-04,386.2644,423.5257,263.8996,-1.653,-1.531
2026-03-05,383.2967,420.2717,261.993,-2.409,-2.243
2026-03-06,381.4718,418.2708,259.9617,-2.874,-3.001
2026-03-09,383.9287,420.9647,261.8087,-2.248,-2.311
2026-03-10,384.2446,421.3111,261.4236,-2.168,-2.455
2026-03-11,383.9568,420.9955,260.7908,-2.241,-2.691
2026-03-12,379.8311,416.4718,257.7613,-3.291,-3.822
2026-03-13,378.1643,414.6442,256.5993,-3.716,-4.255
2026-03-16,381.7486,418.5743,259.0493,-2.803,-3.341
2026-03-17,383.0123,419.9599,259.7741,-2.481,-3.071
2026-03-18,378.1643,414.6443,257.0147,-3.716,-4.1
2026-03-19,375.9379,412.2031,256.7896,-4.283,-4.184
2026-03-20,370.5516,406.2972,252.8853,-5.654,-5.641
2026-03-23,372.7446,408.7017,255.6343,-5.096,-4.615
2026-03-24,371.3165,407.1358,254.5962,-5.459,-5.003
2026-03-25,374.2003,410.2978,256.3072,-4.725,-4.364
2026-03-26,368.5067,404.0551,252.639,-6.175,-5.733
2026-03-27,366.5081,401.8636,250.6186,-6.684,-6.487
2026-03-30,366.2652,401.5973,250.7616,-6.745,-6.434
2026-03-31,372.876,408.8458,255.4413,-5.062,-4.687
2026-04-01,374.4257,411.3678,256.8915,-4.668,-4.146
2026-04-02,373.835,410.7188,256.8811,-4.818,-4.15
2026-04-06,375.6268,412.6873,257.5109,-4.362,-3.915
2026-04-07,375.8265,412.9068,257.7604,-4.311,-3.822
2026-04-08,382.3517,420.0757,262.6983,-2.65,-1.98
2026-04-09,383.581,421.4263,263.2633,-2.337,-1.769
2026-04-10,384.0769,421.9711,263.1708,-2.21,-1.803
2026-04-13,386.1411,424.239,264.8508,-1.685,-1.176
2026-04-14,389.5648,428.0005,267.0156,-0.813,-0.369
2026-04-15,390.8682,429.4324,267.6425,-0.481,-0.135
2026-04-16,391.5899,430.2254,267.7172,-0.297,-0.107
2026-04-17,394.8781,433.838,270.2172,0.0,0.0
2026-04-20,393.9552,432.824,269.7567,-0.234,-0.17
2026-04-21,391.3214,429.9304,267.6428,-0.901,-0.953
2026-04-22,395.3388,434.3442,269.3617,0.0,-0.317
2026-04-23,393.5305,432.3575,268.1529,-0.457,-0.764
2026-04-24,396.2344,435.3282,269.7264,0.0,-0.182
2026-04-27,396.0442,435.1191,269.6446,-0.048,-0.212
2026-04-28,394.2524,433.1506,268.7646,-0.5,-0.538
2026-04-29,394.0777,432.9587,267.8645,-0.544,-0.871
2026-04-30,396.5966,435.726,270.3141,0.0,0.0
2026-05-01,398.0339,437.3051,270.7287,0.0,0.0
2026-05-04,397.3593,436.564,269.4921,-0.169,-0.457
2026-05-05,400.4022,439.9071,271.328,0.0,0.0
2026-05-06,404.7922,444.7302,274.8257,0.0,0.0
2026-05-07,403.2978,443.0885,273.2901,-0.369,-0.559
2026-05-08,406.787,446.9219,275.2778,0.0,0.0
2026-05-11,407.9761,448.2283,275.2529,0.0,-0.009
2026-05-12,405.6999,445.7275,274.0317,-0.558,-0.453
2026-05-13,407.327,447.5151,275.2763,-0.159,-0.001
2026-05-14,409.1034,449.4668,276.1183,0.0,0.0
2026-05-15,404.0872,443.9557,272.8486,-1.226,-1.184
2026-05-18,403.3869,443.1863,272.9664,-1.397,-1.141
2026-05-19,401.3747,440.9756,271.4089,-1.889,-1.706
2026-05-20,404.7905,444.7284,274.0688,-1.054,-0.742
2026-05-21,405.4774,445.4831,274.6693,-0.886,-0.525
2026-05-22,405.467,445.4716,275.151,-0.889,-0.35
2026-05-26,408.9449,449.2927,277.3002,-0.039,0.0
2026-05-27,408.0339,448.2918,277.2171,-0.261,-0.03
2026-05-28,409.2121,449.5863,278.1808,0.0,0.0
2026-05-29,409.9043,450.3467,278.5533,0.0,0.0
2026-06-01,410.6142,451.1266,278.9821,0.0,0.0
2026-06-02,410.4844,450.9841,279.605,-0.032,0.0
2026-06-03,408.1807,448.4531,278.0011,-0.593,-0.574
2026-06-04,407.67,447.892,278.7023,-0.717,-0.323
2026-06-05,396.7802,435.9278,273.0183,-3.369,-2.356
2026-06-08,399.6218,439.0498,273.748,-2.677,-2.095
2026-06-09,398.0847,437.361,273.6867,-3.051,-2.117
2026-06-10,393.6929,432.5359,270.9666,-4.121,-3.09
2026-06-11,400.4856,439.9988,275.2889,-2.467,-1.544
2026-06-12,401.7055,441.3391,276.0241,-2.17,-1.281
2026-06-15,407.8829,448.1259,279.0009,-0.665,-0.216
2026-06-16,405.2639,445.2486,278.2255,-1.303,-0.493
2026-06-17,402.1358,441.8118,276.103,-2.065,-1.252
2026-06-18,405.79,445.8265,278.1985,-1.175,-0.503
2026-06-22,405.6341,445.6552,277.7675,-1.213,-0.657
2026-06-23,398.5656,437.8893,274.4471,-2.934,-1.845
2026-06-24,397.286,436.4835,274.7519,-3.246,-1.736
2026-06-25,398.3976,437.7047,275.3179,-2.975,-1.533
2026-06-26,396.7089,435.8495,274.4185,-3.386,-1.855
2026-06-29,400.3784,439.881,276.6176,-2.493,-1.068
2026-06-30,402.3467,442.0435,277.5644,-2.013,-0.73
2026-07-01,399.9559,440.2974,276.562,-2.596,-1.088
2026-07-02,399.7661,440.0884,276.7389,-2.642,-1.025
2026-07-06,403.7213,444.4426,278.5824,-1.679,-0.366
2026-07-07,400.9173,441.3558,276.5831,-2.362,-1.081
2026-07-08,400.0972,440.4529,275.9249,-2.561,-1.316
2026-07-09,402.6124,443.2219,277.2987,-1.949,-0.825
2026-07-10,403.6324,444.3448,278.0058,-1.7,-0.572
2026-07-13,399.642,439.9519,275.7166,-2.672,-1.391
2026-07-14,402.445,443.0375,277.0118,-1.99,-0.927
2026-07-15,403.0125,443.6623,277.8447,-1.851,-0.63
2026-07-16,400.1441,440.5046,276.6339,-2.55,-1.063
2026-07-17,398.2257,438.3927,275.135,-3.017,-1.599
2026-07-20,398.2945,438.4684,274.5119,-3.0,-1.822
2026-07-21,402.2259,442.7963,276.0802,-2.043,-1.261
2026-07-22,401.7614,442.2851,275.7688,-2.156,-1.372
2026-07-23,398.4071,438.5924,273.6346,-2.973,-2.135
2026-07-24,397.3582,437.4377,273.6685,-3.228,-2.123
2026-07-27,397.7193,437.8352,274.1768,-3.14,-1.941
2026-07-28,396.1501,436.1077,274.366,-3.523,-1.874
2026-07-29,392.8284,432.451,271.7432,-4.331,-2.812
2026-07-30,398.0207,438.167,275.1534,-3.067,-1.592
2026-07-31,398.0863,438.2392,275.5338,-3.051,-1.456
